,b,c,e,f,g,h,i,m,n,a,d,j,k,l
459,4,9,2,4,0,4,1,39,1,56,13,45435,283,39
460,4,11,4,3,1,4,1,39,0,50,9,16,669,38
461,4,15,4,8,3,4,0,39,0,20,10,227,8,37
462,4,4,0,7,4,4,0,39,0,59,3,0,0,40
463,4,11,4,1,1,4,1,39,0,42,9,491,0,38
464,7,10,4,10,1,4,0,39,0,32,16,0,0,70
465,7,11,0,8,4,2,0,39,0,39,9,0,0,40
466,4,8,2,12,0,4,1,39,1,32,11,2943,606,49
467,4,11,4,4,3,4,0,39,0,38,9,0,0,46
468,1,7,4,14,1,2,1,39,0,27,12,0,0,40
469,7,12,4,10,1,2,0,39,0,25,14,0,0,38
470,7,9,2,10,0,1,1,39,0,67,13,0,0,12
471,4,4,2,1,0,2,1,39,0,58,3,0,0,40
472,4,15,2,1,0,4,1,26,0,34,10,0,0,44
473,4,11,2,12,5,4,0,9,1,41,9,15024,0,50
474,1,15,2,1,0,4,1,39,1,44,10,3902,288,49
475,4,9,2,12,0,4,1,39,1,46,13,5412,785,19
476,4,1,4,3,1,4,1,39,0,28,7,0,580,49
477,4,11,2,3,0,2,1,39,0,46,9,602,272,37
478,0,11,6,0,4,4,1,39,0,68,9,0,0,26
479,4,15,2,3,0,4,1,39,1,43,10,3675,1001,54
480,4,11,0,5,4,2,0,39,0,45,9,0,0,39
481,4,8,4,12,1,4,0,39,0,22,11,0,0,38
482,4,11,2,14,0,4,1,39,0,47,9,2618,42,37
483,4,15,4,3,1,4,1,39,0,21,10,1126,481,44
484,4,11,0,8,4,4,1,39,0,27,9,0,0,40
485,7,12,2,10,0,4,1,39,1,44,14,2740,235,27
486,6,5,2,4,0,4,1,39,0,59,4,0,0,19
487,4,11,4,12,1,4,0,39,0,44,9,51,135,37
488,1,9,2,4,5,4,0,39,0,36,13,0,0,41
489,7,12,4,10,1,4,1,39,0,29,14,0,0,37
490,1,11,0,4,1,4,1,39,0,46,9,0,0,42
491,4,7,0,10,4,4,0,39,0,51,12,1107,12,37
492,4,11,5,1,4,4,0,39,0,46,9,530,15,39
493,4,11,2,3,0,4,1,39,0,62,9,480,183,47
494,4,9,2,10,0,4,1,39,1,56,13,22622,663,41
495,4,11,6,7,4,3,1,4,0,45,9,0,0,40
496,6,7,4,12,1,4,1,39,0,30,12,0,0,78
497,4,7,2,1,0,4,1,39,0,51,12,0,0,32
498,6,7,6,10,4,4,0,39,0,47,12,0,0,35
499,4,11,4,6,4,4,1,39,0,26,9,0,236,46
500,4,11,2,10,5,4,0,39,0,48,9,2214,0,35
501,4,9,2,10,5,1,0,30,1,35,13,0,0,35
502,4,15,4,1,1,4,0,39,0,42,10,1602,155,38
503,5,14,2,10,0,4,1,39,1,41,15,97195,668,60
504,4,15,2,3,0,4,1,39,1,47,10,4747,558,50
505,4,0,4,8,2,4,1,39,0,17,6,0,0,21
506,4,15,4,1,3,2,0,39,0,40,10,0,0,27
507,2,12,0,10,4,2,0,39,1,49,14,6783,0,38
508,2,1,4,8,4,4,0,39,0,36,7,0,0,23
509,0,5,5,0,1,4,1,39,0,64,4,0,0,49
510,7,15,2,5,0,4,1,39,0,43,10,0,0,49
511,2,11,4,8,1,4,1,39,0,55,9,0,0,40
512,4,11,4,14,3,4,1,39,0,29,9,779,308,37
513,4,0,4,12,3,4,0,39,0,19,6,176,558,17
514,4,11,4,3,4,4,1,39,0,24,9,1876,0,32
515,4,9,2,4,0,4,1,39,1,48,13,39388,959,53
516,4,9,2,13,0,4,1,39,1,39,13,2447,1665,43
517,0,15,4,0,3,2,0,39,0,18,10,0,0,38
518,6,11,2,3,0,2,1,39,1,46,9,1368,0,44
519,4,15,2,12,0,4,1,39,0,58,10,427,708,37
520,2,11,6,4,1,4,0,39,0,84,9,0,0,33
521,4,1,4,8,3,4,1,39,0,17,7,135,16,14
522,4,9,2,4,0,1,1,19,1,47,13,27945,0,41
523,7,15,2,3,0,4,1,39,1,47,10,0,0,41
524,4,11,0,12,3,4,1,39,0,44,9,0,222,39
525,4,11,2,3,0,4,1,39,0,31,9,429,1074,52
526,4,11,4,14,1,2,1,39,0,31,9,84,0,56
527,7,10,2,10,0,4,1,39,1,45,16,3795,887,29
528,4,15,4,4,3,1,1,3,0,25,10,0,0,40
529,6,15,4,10,1,4,1,39,0,32,10,0,0,60
530,4,9,2,3,0,4,1,39,1,30,13,13904,696,39
531,2,11,0,11,2,4,1,39,0,31,9,0,0,45
532,4,9,2,10,0,4,1,39,1,31,13,18992,498,46
533,4,11,0,4,1,4,0,39,0,56,9,449,130,38
534,4,11,2,3,0,4,1,39,1,55,9,14793,169,42
535,4,11,6,1,4,4,0,39,0,49,9,2019,0,31
536,4,8,4,8,3,4,0,39,0,48,11,0,0,34
537,6,9,2,4,0,4,1,39,1,52,13,6754,104,33
538,0,15,4,0,3,4,1,39,0,19,10,60,71,41
539,4,9,4,10,3,4,0,39,1,26,13,0,354,39
540,4,11,2,8,0,4,1,39,0,52,9,225,33,44
541,4,11,4,12,4,4,0,39,0,34,9,0,0,49
542,0,11,4,0,1,4,1,39,0,55,9,0,243,17
543,4,9,4,10,1,2,0,39,0,28,13,0,0,40
544,4,11,2,7,0,4,1,39,0,38,9,1510,395,41
545,4,5,5,3,1,4,1,39,0,54,4,0,0,40
546,4,11,2,1,0,1,1,39,0,31,9,0,0,40
547,4,7,2,3,0,4,1,39,0,40,12,1216,2,43
548,6,15,5,4,4,4,0,39,0,46,10,1151,0,60
549,4,9,2,8,5,4,0,39,0,30,13,0,0,35
550,4,11,4,3,1,4,1,13,0,24,9,0,0,40
551,4,11,4,14,1,4,1,39,0,39,9,1554,310,47
552,5,15,2,4,0,4,1,39,1,49,10,8952,106,55
553,7,11,2,14,0,4,1,39,0,58,9,0,0,42
554,2,12,2,4,0,4,1,39,0,42,14,0,0,41
555,5,11,4,3,3,4,1,39,0,23,9,0,1230,47
556,4,7,4,8,1,4,0,39,1,35,12,0,0,80
557,4,15,2,12,5,4,0,39,1,47,10,1763,0,38
558,6,9,2,13,0,4,1,39,1,44,13,0,0,48
559,4,8,4,8,4,4,0,39,0,25,11,0,0,32
560,4,15,4,12,1,4,0,39,0,23,10,0,8,34
561,1,7,6,4,4,4,1,39,1,52,12,13550,0,40
562,4,11,2,12,0,4,1,39,0,63,9,1094,670,40
563,4,11,2,4,0,4,1,26,0,40,9,1217,0,57
564,4,5,2,3,0,4,1,39,1,45,4,4555,0,41
565,0,5,2,0,0,4,1,39,0,60,4,1294,82,31
566,7,8,4,10,1,4,1,39,1,37,11,8614,0,40
567,4,8,2,8,0,4,1,39,0,38,11,0,0,38
568,4,11,4,1,1,2,0,39,0,46,9,833,26,35
569,4,12,4,10,1,4,0,39,0,43,14,648,733,13
570,4,0,2,3,0,4,1,39,0,45,6,315,28,51
571,4,8,4,10,4,4,0,39,0,37,11,1150,0,25
572,4,11,4,14,4,4,1,39,0,38,9,0,0,44
573,4,11,2,7,0,4,1,39,0,47,9,445,141,36
574,1,15,0,1,1,4,0,39,0,41,10,0,0,36
575,4,15,2,3,0,4,1,39,1,54,10,1135,809,40
576,2,12,2,10,0,4,1,39,1,52,14,1465,221,47
577,4,11,4,3,1,2,1,39,0,28,9,1209,0,37
578,4,11,2,3,0,4,1,39,0,37,9,781,176,47
579,4,9,0,9,4,4,0,39,0,37,13,0,0,36
580,4,9,2,10,0,4,1,39,1,58,13,13965,269,65
581,4,11,4,8,1,4,1,39,0,25,9,912,173,36
582,4,11,2,14,0,4,1,39,0,45,9,933,181,60
583,4,9,2,4,2,1,0,3,1,32,13,0,0,40
584,4,15,0,1,1,4,0,39,0,40,10,800,271,17
585,7,14,2,8,0,4,1,39,0,71,15,0,0,28
586,4,9,4,1,1,4,0,39,0,26,13,300,102,46
587,6,11,2,12,0,4,1,39,0,56,9,1027,324,53
588,4,11,2,12,0,4,1,39,1,42,9,10338,402,43
589,7,11,2,14,0,0,1,39,0,42,9,0,0,40
590,4,12,2,4,5,4,0,39,1,33,14,5092,831,49
591,4,9,2,12,0,4,1,39,1,50,13,6878,1181,44
592,4,0,2,7,0,4,1,13,0,28,6,0,0,40
593,4,11,4,8,1,4,0,39,0,42,9,219,148,33
594,4,11,3,5,3,4,0,26,0,27,9,0,0,40
595,4,9,2,4,0,4,1,39,1,35,13,23017,680,51
596,4,15,2,8,0,3,1,26,0,57,10,0,0,40
597,4,9,2,4,0,4,1,39,1,35,13,8506,854,58
598,4,3,2,7,0,4,1,26,0,48,2,0,1039,41
599,4,15,6,12,1,4,0,39,0,64,10,129,0,33
600,7,8,4,3,1,4,1,39,0,37,11,0,0,40
601,4,15,4,12,3,4,0,39,0,21,10,413,97,35
602,7,7,4,1,3,2,0,39,0,28,12,0,0,25
603,4,12,2,12,0,4,1,39,1,47,14,15933,319,60
604,4,15,4,8,3,4,0,39,0,23,10,60,382,28
605,0,9,2,0,0,4,1,39,0,38,13,342,110,32
606,4,11,6,7,3,4,0,39,0,40,9,0,0,30
607,4,9,5,4,1,4,1,39,1,44,13,5567,0,50
608,4,4,2,6,0,4,1,39,0,52,3,1472,0,41
609,2,12,2,4,0,4,1,39,1,38,14,2780,149,40
610,4,15,4,1,3,4,0,27,0,26,10,0,0,39
611,4,9,0,1,4,4,0,39,0,39,13,0,0,50
612,4,11,2,7,0,4,1,39,0,37,9,732,90,45
613,4,11,5,7,4,2,0,39,0,28,9,0,0,34
614,6,15,2,12,0,4,1,39,0,54,10,659,295,37
615,4,8,2,10,5,4,0,39,1,28,11,2700,836,35
616,4,11,4,8,1,4,1,39,0,33,9,111,151,43
617,4,9,2,10,0,4,1,39,1,49,13,654,696,57
618,4,9,5,12,1,4,1,39,1,39,13,77289,0,55
619,4,11,2,3,0,4,1,39,1,36,9,14924,389,52
620,4,8,2,3,0,4,1,39,0,37,11,58,656,53
621,4,11,0,6,1,4,1,39,0,42,9,590,659,30
622,2,15,2,14,0,4,1,39,0,42,10,438,25,29
623,4,11,4,12,3,0,1,39,0,25,9,4380,0,27
624,4,15,4,8,3,4,1,39,0,19,10,377,318,39
625,5,8,2,3,0,4,1,39,0,51,11,0,0,28
626,4,11,0,7,1,4,1,39,0,37,9,2660,29,29
627,4,11,4,8,3,2,1,39,0,26,9,0,7,42
628,4,11,4,1,4,2,0,39,0,42,9,0,0,36
629,7,9,2,11,0,4,1,39,1,48,13,4174,1800,67
630,4,11,2,4,0,4,1,39,0,26,9,826,228,33
631,4,11,4,12,1,4,0,39,0,40,9,55,320,43
632,4,9,2,10,0,4,1,39,0,42,13,748,408,39
633,4,4,4,9,1,4,0,0,0,63,3,0,0,50
634,4,15,0,4,1,4,1,39,0,47,10,683,63,40
635,4,11,6,1,1,4,0,39,0,62,9,697,693,41
636,4,11,2,8,0,2,1,39,0,57,9,0,0,35
637,4,11,6,7,4,4,1,39,0,61,9,2461,0,40
638,4,11,4,8,4,2,0,39,0,32,9,0,0,29
639,0,4,2,0,0,4,1,26,0,44,3,0,0,43
640,6,11,2,7,0,4,1,39,0,62,9,355,0,4
641,4,14,2,10,5,4,0,39,1,46,15,6106,609,39
642,1,11,2,1,0,4,1,39,1,31,9,143,0,45
643,0,15,4,0,3,4,0,39,0,25,10,42,557,4
644,4,0,4,1,1,4,0,39,0,24,6,136,0,39
645,0,15,2,0,0,4,1,39,0,49,10,512,42,20
646,6,13,0,8,4,4,0,26,0,60,1,0,0,40
647,5,15,2,4,2,1,0,35,0,36,10,0,0,70
648,7,15,4,1,3,4,1,39,0,19,10,0,0,37
649,4,9,4,13,1,4,1,39,0,38,13,792,145,47
650,4,7,4,1,3,4,0,39,0,24,12,0,0,39
651,4,7,2,12,5,1,0,19,0,53,12,0,0,40
652,4,11,0,7,1,4,0,39,0,45,9,755,0,36
653,4,8,2,11,0,4,1,39,0,35,11,0,0,48
654,4,11,4,3,3,4,1,39,0,28,9,472,240,36
655,4,11,0,6,3,4,0,39,0,39,9,2416,0,40
656,4,11,2,14,0,4,1,39,0,56,9,787,532,45
657,0,9,6,0,1,4,1,39,0,79,13,0,0,4
658,4,2,2,8,0,4,1,39,0,43,8,3186,0,40
659,6,0,2,3,0,4,1,39,0,43,6,287,0,34
660,2,12,2,10,0,4,1,39,0,48,14,0,0,49
661,4,11,2,14,0,1,1,0,0,34,9,0,0,40
662,4,11,2,1,0,4,1,39,1,44,9,1668,245,51
663,4,11,0,4,4,4,0,39,0,51,9,200,71,25
664,4,9,2,1,0,4,1,39,0,50,13,0,750,40
665,4,12,2,10,0,4,1,39,0,30,14,38,422,30
666,4,11,2,3,0,4,1,39,1,51,9,2548,35,35
667,4,9,2,10,0,4,1,20,1,34,13,0,0,40
668,4,6,2,8,0,4,1,8,0,32,5,0,0,40
669,4,15,4,1,3,4,0,39,0,28,10,182,226,38
670,4,9,2,8,0,4,1,39,0,31,13,1478,0,47
671,4,11,2,3,0,4,1,39,1,36,9,7757,1263,38
672,4,11,6,1,1,4,0,39,0,76,9,322,671,28
673,4,15,2,3,0,4,1,39,0,28,10,527,537,47
674,2,1,2,8,0,4,1,39,0,45,7,0,208,40
675,5,15,2,4,0,4,1,39,1,28,10,5454,398,24
676,6,11,2,12,0,4,1,39,0,53,9,935,416,36
677,0,15,2,0,5,4,0,39,0,31,10,164,142,38
678,4,8,2,14,0,4,1,39,0,41,11,437,0,48
679,4,11,0,4,4,2,0,39,1,45,9,55749,0,40
680,4,5,2,7,0,2,1,39,0,37,4,0,0,41
681,4,15,2,10,0,4,1,39,0,26,10,1109,118,43
682,4,9,2,12,0,4,1,39,1,45,13,18934,420,50
683,4,9,5,10,1,2,0,39,0,46,13,0,1876,40
684,4,6,4,12,1,4,0,39,0,23,5,0,0,39
685,4,11,2,6,0,2,1,39,0,31,9,0,0,49
686,0,15,2,0,0,4,1,39,0,49,10,1149,977,35
687,4,0,2,12,0,4,1,39,0,57,6,0,856,62
688,4,1,2,3,0,4,1,39,0,32,7,649,279,51
689,7,12,2,10,5,4,0,39,1,28,14,4642,0,17
690,6,15,4,8,4,4,0,39,0,52,10,1189,0,41
691,4,15,0,3,1,4,1,39,0,43,10,1002,69,45
692,6,9,2,3,0,4,1,39,0,41,13,0,0,52
693,6,12,2,10,0,4,1,39,1,51,14,31938,419,43
694,4,15,4,9,3,4,0,39,0,22,10,0,0,32
695,2,11,3,1,4,2,0,39,0,45,9,0,0,40
696,4,9,2,4,0,4,1,39,1,54,13,358,86,55
697,4,11,4,1,3,1,1,30,0,24,9,0,2293,40
698,4,8,5,3,1,4,0,39,0,37,11,0,0,54
699,4,15,2,12,0,4,1,39,1,58,10,12466,400,49
700,4,11,2,10,0,4,1,39,0,69,9,555,235,49
701,4,0,4,12,4,4,0,39,0,18,6,0,0,29
702,4,0,4,5,1,2,1,14,0,25,6,0,0,35
703,4,15,2,6,0,4,1,39,0,25,10,1714,67,40
704,4,9,2,10,0,4,1,39,1,48,13,2295,845,40
705,4,11,0,1,1,4,0,39,1,39,9,0,0,37
706,4,9,0,4,4,4,0,39,0,38,13,0,0,38
707,0,11,2,0,5,4,0,39,0,51,9,3001,112,47
708,4,15,0,1,1,4,1,39,0,46,10,2874,0,47
709,4,12,2,7,0,4,1,39,0,38,14,0,0,40
710,2,9,2,4,0,4,1,39,0,49,13,0,1318,52
711,0,0,4,0,4,4,0,39,0,19,6,0,0,33
712,4,3,3,8,1,4,1,13,0,35,2,0,0,40
713,4,5,2,5,0,4,1,39,0,27,4,1567,219,42
714,6,12,2,7,0,4,1,39,1,58,14,0,0,35
715,4,11,2,4,0,4,1,39,1,62,9,28648,596,39
716,4,11,2,12,5,4,0,39,1,32,9,314,0,36
717,4,11,2,3,0,4,1,39,1,43,9,8098,708,50
718,4,9,4,4,1,4,0,39,1,37,13,5709,1860,57
719,4,11,2,3,0,4,1,39,1,48,9,16178,6,51
720,6,5,2,3,0,4,1,39,0,62,4,0,827,23
721,4,9,2,11,0,4,1,39,1,36,13,1847,1500,42
722,6,15,2,14,0,4,1,39,0,58,10,391,0,49
723,4,11,6,1,4,4,0,39,0,48,9,244,0,46
724,6,12,2,4,0,4,1,39,1,48,14,7046,1675,65
725,0,11,2,0,0,4,1,39,0,74,9,1754,238,41
726,4,11,4,1,1,4,0,39,0,33,9,1367,195,39
727,5,15,2,12,0,4,1,39,1,59,10,22617,917,78
728,4,11,2,3,0,4,1,39,1,47,9,8606,284,59
729,4,9,2,4,0,4,1,39,1,47,13,1051,624,52
730,1,9,4,11,1,2,0,39,0,45,13,0,0,40
731,4,11,2,14,0,4,1,39,0,51,9,99,186,54
732,4,14,2,10,0,4,1,0,1,41,15,3584,0,61
733,4,15,4,8,3,4,1,39,0,30,10,160,109,45
734,4,15,4,3,4,2,1,39,0,30,10,0,0,40
735,4,14,4,10,1,4,1,39,1,51,15,18548,298,44
736,4,11,5,3,1,4,1,39,0,36,9,149,578,36
737,4,15,5,8,1,4,0,39,0,37,10,2973,0,45
738,0,15,4,0,3,4,1,39,0,22,10,19,297,20
739,4,11,2,4,0,4,1,39,0,37,9,158,266,46
740,4,15,4,8,3,4,1,39,0,30,10,67,266,26
741,4,2,4,6,3,0,1,39,0,21,8,0,0,20
742,4,11,4,12,3,2,1,39,0,23,9,0,0,44
743,4,11,2,4,0,4,1,39,1,35,9,414,932,56
744,4,12,0,10,4,3,1,26,1,51,14,4787,0,35
745,4,9,0,4,1,4,1,39,1,47,13,11947,374,57
746,4,8,2,3,0,2,1,39,0,40,11,0,0,43
747,4,11,4,1,2,4,0,39,0,43,9,0,276,32
748,4,11,2,8,5,4,0,39,0,29,9,1603,272,37
749,1,15,4,3,1,4,1,39,0,31,10,38,0,40
750,4,11,4,6,3,4,1,39,0,28,9,1111,0,24
751,4,15,4,6,1,4,1,39,0,42,10,0,0,25
752,2,15,6,4,1,4,1,39,0,61,10,3189,0,45
753,2,12,2,10,0,4,1,39,1,38,14,6761,72,49
754,4,2,0,5,1,2,1,39,0,45,8,0,0,40
755,2,12,2,4,0,4,1,39,0,44,14,0,0,50
756,4,11,4,1,3,4,0,39,0,32,9,633,0,40
757,4,9,0,4,1,4,0,39,0,46,13,0,492,44
758,4,0,5,4,1,4,1,39,0,57,6,0,0,55
759,4,9,2,10,0,4,1,39,1,27,13,29694,698,34
760,4,15,4,1,3,4,0,39,0,22,10,463,58,32
761,4,15,4,12,1,4,0,39,0,25,10,0,486,33
762,4,1,4,6,2,0,1,39,0,30,7,0,0,40
763,4,11,2,3,0,4,1,39,1,35,9,26338,425,37
764,4,1,4,10,2,4,1,39,0,18,7,0,0,3
765,6,15,2,5,0,4,1,39,1,46,10,1259,1,45
766,4,1,4,12,3,4,1,39,0,17,7,0,0,25
767,4,8,2,3,0,4,1,39,0,45,11,2227,649,48
768,5,10,2,10,0,4,1,39,1,51,16,65804,1303,69
769,2,8,4,1,3,4,0,39,0,20,11,0,0,35
770,5,7,2,4,0,4,1,39,1,44,12,11581,942,55
771,4,11,2,3,0,4,1,39,0,39,9,188,644,46
772,4,9,2,8,5,1,0,39,1,37,13,0,0,30
773,4,12,4,10,1,4,0,39,1,35,14,560,679,52
774,4,12,2,10,0,4,1,39,1,32,14,814,269,30
775,4,11,0,10,4,4,0,39,0,44,9,0,0,55
776,4,11,2,3,0,4,1,39,1,49,9,5839,164,44
777,4,9,4,1,1,4,0,39,0,31,13,883,95,42
778,4,0,2,7,0,4,1,39,0,22,6,1026,0,49
779,4,15,4,3,1,4,1,39,0,39,10,432,33,54
780,7,15,4,10,1,4,0,39,0,23,10,0,0,35
781,4,9,4,8,1,4,0,2,0,22,13,0,0,35
782,4,15,2,12,0,4,1,39,1,31,10,10558,1007,52
783,4,9,3,13,3,1,0,39,0,42,13,0,0,40
784,2,9,0,10,4,4,0,39,0,41,13,1661,69,44
785,4,9,2,12,0,4,1,39,1,64,13,7985,670,59
786,4,12,0,4,3,4,0,39,1,33,14,14084,0,50
787,2,15,4,10,3,4,1,39,0,27,10,0,0,38
788,4,6,4,6,3,1,1,30,0,22,5,0,0,40
789,4,9,2,10,0,4,1,39,1,46,13,22163,1079,38
790,4,12,2,3,0,4,1,39,1,46,14,11056,839,51
791,4,11,0,9,1,4,0,39,0,46,9,0,0,28
792,4,9,2,3,0,4,1,39,1,46,13,1193,83,55
793,6,9,4,12,1,4,1,0,1,32,13,0,0,45
794,4,11,2,1,5,4,0,39,0,52,9,673,165,36
795,4,9,2,4,0,4,1,39,1,41,13,117,160,57
796,4,1,2,12,5,3,0,39,0,18,7,0,0,20
797,4,11,2,14,0,4,1,39,0,42,9,1248,215,55
798,4,0,0,8,4,2,0,39,0,34,6,0,0,32
799,2,11,2,8,0,2,1,39,0,45,9,438,0,40
800,0,11,6,0,1,2,0,39,0,56,9,0,0,26
801,4,11,2,7,0,4,1,39,0,40,9,1094,525,40
802,4,1,4,3,1,4,1,39,0,25,7,0,615,51
803,7,12,0,10,1,4,0,39,0,50,14,0,0,42
804,4,11,2,14,0,4,1,39,0,48,9,1069,329,15
805,4,15,2,3,0,4,1,39,1,44,10,3040,340,58
806,1,11,6,1,1,4,1,39,0,60,9,0,0,40
807,4,11,6,3,1,4,0,39,0,48,9,1704,0,40
808,4,15,2,12,0,4,1,39,0,42,10,1299,144,48
809,4,15,4,1,1,4,0,39,0,20,10,2459,5,58
810,4,9,2,10,0,4,1,39,1,40,13,6491,394,50
811,7,15,0,1,4,4,0,39,0,42,10,0,0,40
812,4,8,0,8,2,1,0,28,0,57,11,0,0,40
813,4,15,2,13,0,4,1,39,1,39,10,1918,273,47
814,4,9,2,12,0,4,1,39,1,36,13,11953,632,39
815,4,0,2,14,0,4,1,39,0,40,6,0,0,79
816,4,8,2,3,0,4,1,39,0,39,11,1701,192,46
817,4,0,4,8,4,4,1,8,0,19,6,0,0,30
818,4,15,4,8,1,4,0,39,0,25,10,287,133,38
819,4,9,2,4,0,4,1,39,1,38,13,14328,0,47
820,6,9,2,3,0,4,1,39,0,49,13,0,0,27
821,4,15,4,4,3,4,1,39,0,29,10,0,0,19
822,0,0,4,0,3,4,1,31,0,17,6,0,0,10
823,4,11,4,8,1,4,1,39,0,24,9,289,791,50
824,0,15,4,0,3,4,0,39,0,21,10,33,130,25
825,4,8,2,6,0,2,1,39,0,40,11,0,0,40
826,6,11,2,14,0,4,1,39,0,35,9,856,320,67
827,4,9,4,12,1,4,1,39,0,28,13,1077,493,33
828,5,12,2,12,0,4,1,39,1,52,14,1431,224,42
829,4,6,2,3,0,4,1,39,0,40,5,243,0,41
830,4,6,4,6,2,4,1,26,0,18,5,0,0,39
831,6,12,2,12,0,4,1,39,1,54,14,32548,0,56
832,4,11,4,12,1,4,0,39,0,35,9,559,301,34
833,4,8,4,10,3,4,0,39,0,21,11,0,0,35
834,5,11,4,5,3,4,0,39,0,18,9,0,0,8
835,4,15,4,3,3,4,1,39,0,20,10,163,167,35
836,4,11,2,10,3,4,1,26,1,21,9,0,0,40
837,6,9,2,10,0,4,1,39,1,50,13,13201,237,40
838,4,15,0,8,4,4,0,39,0,39,10,0,0,47
839,4,9,4,4,1,4,1,39,0,28,13,365,113,43
840,4,15,2,3,0,4,1,39,1,48,10,4306,52,43
841,4,12,2,12,0,4,1,20,0,50,14,0,0,40
842,4,9,2,4,0,4,1,39,1,39,13,16973,70,63
843,4,15,4,8,3,4,1,2,0,22,10,0,0,17
844,4,1,2,3,0,4,1,39,0,21,7,1151,613,41
845,4,0,4,12,3,4,0,39,0,17,6,40,227,18
846,4,1,4,8,3,4,1,39,0,17,7,230,124,11
847,4,11,4,12,1,4,0,39,0,38,9,151,419,33
848,6,9,4,12,1,4,1,39,0,31,13,0,0,47
849,0,15,4,0,3,4,0,39,0,24,10,244,204,30
850,4,9,4,1,3,4,0,39,0,29,13,810,0,32
851,4,15,0,13,1,4,0,39,0,57,10,1725,0,49
852,4,12,2,4,0,4,1,6,1,33,14,0,0,40
853,4,11,6,12,1,2,0,39,0,66,9,0,0,24
854,1,15,2,8,0,2,1,39,0,38,10,0,0,40
855,4,9,2,4,0,4,1,2,1,45,13,0,0,71
856,4,9,2,10,0,4,1,39,0,62,13,655,17,42
857,0,9,0,0,3,2,0,39,0,39,13,0,0,40
858,1,15,2,1,0,2,1,39,1,38,10,0,0,40
859,4,15,4,1,3,4,0,39,0,29,10,287,185,16
860,6,11,2,14,0,4,1,39,0,43,9,457,421,44
861,4,11,2,3,0,4,1,39,1,41,9,19518,251,44
862,4,9,2,10,0,4,1,39,1,44,13,7140,943,54
863,4,9,4,7,3,4,1,39,0,23,13,0,0,35
864,4,11,4,1,1,4,1,39,0,32,9,702,0,49
865,4,12,4,13,1,1,1,39,0,24,14,0,0,40
866,4,6,4,9,4,4,0,33,0,44,5,0,0,50
867,4,7,4,10,1,4,1,39,1,28,12,0,0,50
868,4,12,4,10,4,1,0,3,1,38,14,0,0,40
869,4,9,2,4,0,4,1,39,1,41,13,3538,954,61
870,6,11,2,5,0,1,1,40,0,73,9,0,2457,40
871,4,9,0,13,1,4,0,0,0,41,13,0,0,30
872,4,15,2,12,0,4,1,39,0,38,10,152,386,49
873,4,9,6,10,4,4,0,39,1,30,13,0,0,55
874,4,15,0,1,1,4,0,39,0,34,10,1420,18,44
875,1,9,2,1,0,4,1,39,1,45,13,4286,414,44
876,7,15,0,1,1,4,0,39,0,55,10,0,890,37
877,4,15,0,3,1,4,1,39,0,43,10,180,523,46
878,4,2,2,14,0,4,1,39,0,52,8,2056,0,36
879,7,12,2,4,0,4,1,39,1,34,14,1855,399,51
880,1,9,0,10,4,4,0,39,0,39,13,5455,0,60
881,6,8,2,3,0,4,1,39,0,42,11,0,0,43
882,4,15,4,12,1,2,0,39,0,39,10,0,0,37
883,4,11,0,8,3,4,0,39,0,48,9,1096,0,24
884,4,9,4,10,1,4,1,39,0,46,13,26,264,46
885,4,9,0,1,1,4,0,39,1,38,13,9234,0,58
886,2,9,2,4,0,4,1,39,1,52,13,121,1247,44
887,4,15,2,3,0,4,1,39,1,54,10,1696,298,50
888,4,9,4,4,1,4,1,39,0,48,13,434,19,31
889,7,9,4,10,1,4,1,0,0,26,13,0,0,20
890,7,11,4,3,3,4,1,39,0,21,9,0,0,12
891,4,9,4,12,4,4,0,39,0,23,13,0,0,39
892,6,15,2,10,0,4,1,39,0,51,10,1437,1274,26
893,6,15,2,4,0,4,1,39,0,52,10,580,520,59
894,4,15,2,3,0,4,1,0,1,49,10,0,0,46
895,2,9,4,1,1,2,0,39,0,36,13,0,0,40
896,6,9,4,10,3,4,1,39,0,25,13,0,0,26
897,5,11,0,3,1,4,1,39,0,57,9,0,0,53
898,4,11,4,1,1,4,0,39,0,19,9,415,340,32
899,2,15,2,1,0,4,1,39,0,36,10,0,900,38
900,4,11,0,8,4,4,0,39,0,48,9,0,618,67
901,7,15,2,11,0,4,1,39,0,49,10,0,0,34
902,4,11,0,7,4,4,0,24,0,35,9,0,0,38
903,2,9,2,10,0,4,1,39,1,47,13,3328,1017,42
904,4,11,5,12,1,4,0,39,0,46,9,0,0,48
905,4,8,4,12,1,4,0,39,0,33,11,0,0,36
906,4,15,4,6,3,4,0,39,0,23,10,0,0,13
907,0,11,2,0,3,4,0,39,0,21,9,0,0,17
908,4,9,4,4,1,4,0,39,1,50,13,9449,924,46
909,4,11,2,3,0,4,1,39,1,44,9,4892,628,51
910,4,4,4,7,3,4,0,6,0,46,3,0,0,40
911,4,11,6,3,4,4,1,39,0,55,9,0,0,47
912,4,11,0,6,1,4,1,39,0,30,9,554,988,40
913,4,1,2,7,0,4,1,39,0,53,7,0,0,46
914,1,15,0,1,1,4,0,39,0,51,10,0,0,40
915,4,9,4,13,1,4,1,39,0,39,13,492,77,49
916,4,9,4,10,1,4,0,39,1,26,13,347,961,60
917,4,11,6,8,4,4,0,39,0,39,9,0,0,35
