a,b,c,d,e,f,g,h,i,j,k,l,m,n
55,4,15,10,2,4,0,4,1,0,0,36,39,0
19,4,15,10,4,7,3,4,1,0,0,40,39,0
35,4,11,9,4,4,1,4,1,0,0,60,39,0
34,4,4,3,4,7,2,1,1,0,0,40,25,0
62,7,14,15,0,10,1,4,0,0,0,35,39,0
33,6,15,10,2,3,0,4,1,0,0,40,39,1
39,4,6,5,2,3,0,4,1,4386,0,55,26,0
36,2,15,10,2,13,0,4,1,0,0,40,39,0
41,4,9,13,0,1,4,4,0,0,0,33,39,0
39,6,11,9,2,3,0,4,1,0,0,60,39,0
38,0,11,9,2,0,5,4,0,0,1887,10,39,1
18,4,11,9,4,1,3,4,0,0,0,10,39,0
61,4,15,10,2,4,0,4,1,15024,0,45,39,1
20,1,8,11,4,1,3,4,0,0,0,36,39,0
35,6,11,9,2,14,0,4,1,0,0,65,39,1
27,4,11,9,4,7,3,4,1,0,0,40,39,0
66,4,0,6,6,8,4,4,0,0,0,38,39,0
21,4,11,9,4,14,2,2,1,0,0,40,39,0
20,4,15,10,4,8,3,4,0,0,0,18,39,0
34,4,15,10,0,1,3,4,1,0,0,40,39,0
63,4,4,3,4,9,1,4,0,0,0,50,0,0
20,0,11,9,4,0,4,4,1,0,0,40,39,0
31,4,11,9,5,13,1,4,0,0,0,40,39,0
41,4,10,16,2,10,0,4,1,0,2051,60,39,0
64,7,3,2,2,5,0,3,1,0,0,45,4,0
32,4,9,13,4,4,1,4,0,0,0,40,39,0
30,2,11,9,2,14,0,4,1,0,0,50,39,1
36,6,9,13,2,5,0,4,1,0,0,72,39,0
22,4,15,10,4,5,3,4,1,0,0,12,39,0
53,2,15,10,2,4,0,4,1,0,0,50,39,0
50,4,11,9,6,1,1,0,0,0,0,40,39,0
36,4,9,13,2,4,0,4,1,0,0,40,39,0
41,5,1,7,2,4,0,4,1,0,0,40,39,0
55,4,9,13,4,4,1,4,0,0,0,35,39,0
38,4,9,13,2,12,0,4,1,15024,0,50,39,1
28,4,9,13,4,4,1,2,1,2174,0,50,39,0
24,2,9,13,4,10,3,4,0,0,0,37,39,0
60,4,15,10,0,1,2,4,0,0,0,40,39,0
54,4,0,6,2,8,0,2,1,0,0,40,39,0
27,5,11,9,2,3,0,4,1,0,0,60,39,0
30,4,12,14,2,10,5,4,0,0,0,30,39,0
54,4,11,9,6,14,1,4,1,0,0,45,39,0
44,4,15,10,2,3,0,4,1,5178,0,40,39,1
52,4,11,9,2,14,0,4,1,0,0,60,39,1
18,4,1,7,4,8,3,4,1,0,0,20,39,0
55,4,5,4,2,14,0,4,1,0,0,50,39,0
35,4,9,13,2,10,0,4,1,0,0,50,39,1
37,4,9,13,0,4,1,4,0,0,0,40,39,1
22,4,15,10,4,1,3,4,0,0,0,40,39,0
45,4,9,13,2,4,0,4,1,0,0,45,9,1
38,4,9,13,2,5,0,4,1,0,0,60,39,0
48,4,9,13,2,10,0,4,1,0,0,40,39,0
35,4,8,11,2,8,0,4,1,0,0,40,39,0
21,4,8,11,2,3,2,4,1,0,0,50,39,0
37,6,11,9,2,3,0,1,1,0,0,60,30,1
18,4,1,7,4,12,3,4,1,0,0,25,39,0
26,4,0,6,0,7,3,4,1,0,0,35,39,0
48,5,9,13,2,3,0,4,1,0,0,50,39,0
51,4,15,10,5,1,1,2,1,8614,0,40,39,1
52,4,15,10,2,3,0,4,1,0,0,40,39,0
32,7,9,13,2,5,0,4,1,0,0,40,39,1
39,6,9,13,2,8,0,4,1,0,0,60,39,0
51,4,9,13,2,10,0,4,1,0,0,40,39,1
54,4,9,13,2,12,0,4,1,0,0,50,39,0
21,4,15,10,4,10,1,4,0,0,0,25,39,0
43,4,11,9,5,1,4,2,0,0,0,40,39,0
32,4,15,10,4,1,3,4,0,0,0,40,39,0
31,7,12,14,2,10,0,4,1,0,0,35,39,1
73,0,11,9,2,0,0,4,1,0,0,8,39,0
26,4,15,10,4,1,2,1,1,0,0,60,19,0
35,4,11,9,4,3,1,4,1,0,0,40,39,0
73,4,4,3,2,4,0,4,1,0,0,54,39,1
25,6,9,13,4,12,1,4,0,0,0,40,39,0
58,6,8,11,2,5,0,4,1,0,2377,65,39,0
32,4,11,9,5,8,3,4,0,0,0,37,39,0
28,4,9,13,2,10,0,4,1,0,0,40,39,0
41,6,12,14,4,12,1,4,0,0,0,30,39,0
53,6,11,9,2,3,0,4,1,0,0,48,39,0
49,4,11,9,5,1,4,4,0,0,0,35,39,0
55,4,9,13,2,10,0,4,1,0,0,40,39,1
29,4,15,10,2,1,5,4,0,7298,0,50,39,1
28,6,8,11,2,5,0,4,1,0,0,80,39,0
44,4,11,9,2,3,0,4,1,0,0,45,39,0
41,4,12,14,2,4,0,4,1,0,0,45,39,1
26,4,8,11,2,12,0,4,1,3103,0,45,39,1
23,4,11,9,2,12,0,4,1,0,0,40,39,1
37,6,9,13,2,10,5,4,0,0,0,40,11,1
23,4,9,13,4,10,3,4,1,13550,0,50,39,1
33,4,15,10,4,8,4,2,0,0,0,40,39,0
44,4,11,9,4,3,3,4,1,0,0,40,39,1
21,4,15,10,4,11,3,4,1,2907,0,30,39,0
36,4,1,7,2,4,0,4,1,0,0,40,5,0
44,2,9,13,2,1,0,4,1,5013,0,40,39,0
23,4,11,9,4,8,4,2,0,0,0,40,39,0
26,4,11,9,0,4,3,4,1,0,0,40,39,0
32,4,4,3,4,8,1,4,1,0,0,40,26,0
31,4,15,10,2,6,0,4,1,0,0,40,39,1
50,2,11,9,5,4,4,2,0,6497,0,35,39,0
18,5,15,10,4,1,3,4,0,0,0,20,39,0
49,4,9,13,2,4,0,4,1,0,0,50,39,1
59,4,11,9,0,8,1,4,0,0,0,40,39,0
38,4,11,9,5,7,4,2,0,0,0,28,39,0
50,5,15,10,2,12,0,4,1,0,0,55,39,0
51,5,15,10,2,3,0,4,1,0,1672,55,39,0
22,4,15,10,4,7,3,1,1,0,0,35,39,0
54,4,11,9,2,7,5,4,0,0,0,40,39,1
37,4,11,9,4,14,1,4,1,0,0,40,39,0
31,4,9,13,6,1,4,4,1,0,0,60,39,0
67,7,9,13,2,4,0,4,1,0,0,40,39,0
43,0,1,7,5,0,2,4,1,0,0,40,39,0
21,4,15,10,4,4,2,4,0,0,0,40,39,0
30,4,11,9,4,1,1,4,0,0,0,40,39,0
32,2,15,10,2,11,0,4,1,0,0,50,5,0
36,4,8,11,4,3,3,1,1,0,0,40,39,0
33,2,9,13,4,1,1,2,1,0,0,40,39,0
37,4,11,9,2,3,0,4,1,0,0,56,39,0
29,4,14,15,2,10,0,4,1,7298,0,48,39,1
18,0,15,10,4,0,3,4,1,0,0,30,39,0
26,4,15,10,4,12,1,2,1,0,0,40,14,0
51,4,5,4,2,10,0,4,1,0,0,40,39,0
39,4,11,9,2,7,0,4,1,0,0,40,26,0
18,4,11,9,4,8,1,4,1,0,0,30,39,0
52,4,2,8,2,7,0,4,1,0,1628,40,39,0
31,4,15,10,2,5,0,4,1,0,0,40,26,0
45,4,9,13,2,4,0,4,1,7298,0,53,39,1
38,4,15,10,2,7,0,4,1,0,0,38,39,0
21,4,7,12,4,12,1,4,0,0,0,35,39,0
33,4,11,9,5,6,1,4,1,0,0,40,39,0
39,4,15,10,0,3,4,4,1,0,0,40,39,0
31,4,11,9,2,7,0,4,1,0,0,40,39,0
43,4,9,13,2,4,0,4,1,0,1902,50,39,1
64,0,9,13,2,0,0,4,1,0,1672,10,39,0
33,5,9,13,2,4,0,4,1,7298,0,45,39,1
49,6,11,9,2,5,0,4,1,0,0,60,39,0
41,4,11,9,2,7,0,4,1,0,0,40,39,0
55,6,15,10,0,7,1,4,1,0,0,40,39,0
52,4,15,10,0,1,1,2,0,0,0,37,39,0
42,4,9,13,0,10,1,2,1,0,0,40,39,0
24,4,15,10,4,1,3,4,0,0,0,30,39,0
42,4,11,9,3,1,1,4,1,0,0,52,39,0
41,7,9,13,2,4,0,4,1,7298,0,40,39,1
35,4,11,9,2,7,0,4,1,0,0,40,26,0
71,0,4,3,2,0,0,4,1,0,0,10,39,0
54,1,12,14,0,4,1,4,1,0,0,42,39,1
24,4,4,3,4,6,2,4,1,0,0,40,26,0
59,0,11,9,6,0,4,2,0,0,0,40,39,0
30,0,1,7,4,0,4,2,0,0,0,40,39,0
57,1,9,13,2,4,5,4,0,0,0,40,39,1
58,7,12,14,2,4,0,4,1,15024,0,40,39,1
32,4,11,9,4,8,4,2,1,0,0,40,39,0
22,4,11,9,4,12,3,4,0,1055,0,25,39,0
20,4,11,9,0,8,4,4,0,0,0,25,39,0
60,0,9,13,2,0,0,4,1,0,0,40,39,0
51,4,11,9,0,10,4,2,0,0,0,40,0,0
26,2,11,9,4,1,3,2,0,0,0,20,9,0
33,4,1,7,2,3,0,4,1,0,0,40,39,0
19,4,0,6,4,12,4,4,0,0,0,40,39,0
50,6,11,9,2,8,5,4,0,15024,0,20,39,1
32,4,11,9,2,12,0,4,1,0,0,40,39,0
51,2,9,13,2,14,0,2,1,0,0,40,39,1
18,4,15,10,4,12,3,1,0,0,0,20,39,0
35,1,12,14,2,4,0,4,1,0,0,50,39,1
22,0,15,10,0,0,3,4,1,0,1602,25,39,0
46,4,11,9,0,3,1,4,1,0,0,55,39,0
37,4,11,9,0,12,4,4,1,0,0,45,39,0
45,4,15,10,2,1,5,4,0,0,1902,20,39,1
63,4,6,5,2,6,0,4,1,0,0,32,39,0
53,4,11,9,4,8,2,1,1,0,0,10,30,0
24,4,11,9,4,1,3,2,0,0,0,40,39,0
65,0,1,7,2,0,0,4,1,0,0,29,39,0
43,4,7,12,4,10,1,4,0,0,0,32,0,1
47,4,11,9,2,7,0,4,1,0,0,40,39,0
41,4,11,9,4,4,4,4,0,0,0,40,39,0
27,4,11,9,0,7,1,4,1,6849,0,40,39,0
35,5,11,9,2,4,0,2,1,0,0,75,39,0
19,4,15,10,4,1,3,4,0,0,0,24,39,0
47,4,15,10,5,8,1,4,0,0,0,35,39,0
25,1,9,13,4,1,4,2,0,0,1590,40,39,0
59,2,14,15,2,4,0,4,1,0,0,40,39,1
28,4,0,6,4,7,4,4,0,0,0,40,39,0
17,4,0,6,4,12,3,4,0,0,0,20,39,0
21,4,15,10,4,4,3,1,1,2463,0,50,9,0
31,4,11,9,0,12,4,3,0,0,0,40,26,0
49,4,11,9,0,6,1,4,0,0,0,40,39,0
48,2,12,14,2,10,0,4,1,7688,0,50,39,1
60,6,10,16,0,12,1,4,1,0,0,20,39,0
33,6,2,8,4,14,1,4,1,0,0,40,39,0
40,4,11,9,2,3,0,4,1,0,0,40,39,0
42,4,15,10,2,3,0,4,1,0,0,52,39,0
34,4,11,9,2,14,0,4,1,5013,0,40,39,0
38,1,8,11,0,1,3,2,1,0,0,52,39,0
58,6,15,10,2,4,0,4,1,0,0,70,39,1
20,4,15,10,4,1,1,4,0,0,0,40,0,0
52,4,15,10,5,12,2,4,0,0,0,55,39,0
22,2,15,10,2,11,0,4,1,0,0,40,39,0
24,4,9,13,2,5,0,4,1,0,0,35,39,1
39,4,11,9,0,7,4,4,0,0,0,40,26,0
41,4,12,14,2,4,0,4,1,99999,0,55,39,1
37,0,15,10,2,0,0,4,1,0,0,30,39,0
56,4,6,5,2,3,0,4,1,2580,0,40,39,0
21,4,11,9,4,8,1,4,0,0,0,40,39,0
29,4,11,9,0,12,4,4,0,0,0,25,39,0
45,4,8,11,0,8,1,4,1,0,0,10,39,0
44,2,15,10,2,11,0,4,1,0,0,80,39,1
54,4,12,14,2,10,0,4,1,0,0,45,39,1
24,4,15,10,4,3,1,4,1,2174,0,40,39,0
40,4,9,13,2,4,0,4,1,0,0,50,39,0
43,7,9,13,4,10,3,4,1,99999,0,60,39,1
20,0,15,10,4,0,1,4,1,0,0,16,39,0
41,6,1,7,0,8,1,4,0,0,0,40,39,0
32,4,8,11,0,1,1,4,0,0,0,40,39,0
31,4,9,13,2,1,5,4,0,0,0,25,26,0
26,4,11,9,0,1,1,4,1,0,0,40,39,0
50,7,9,13,2,3,0,4,1,0,0,40,39,1
62,5,8,11,2,4,0,4,1,3137,0,40,39,0
24,4,11,9,2,8,0,4,1,2885,0,45,39,0
58,4,9,13,0,4,1,4,1,0,0,65,39,1
44,5,15,10,2,3,0,4,1,0,0,40,39,1
44,4,2,8,0,8,1,4,1,0,0,40,39,0
37,5,15,10,2,14,0,4,1,0,0,50,39,1
65,6,5,4,4,5,1,4,1,2964,0,40,39,0
33,4,11,9,2,3,0,4,1,0,0,40,39,1
34,0,11,9,3,0,1,1,0,0,0,37,36,0
56,6,12,14,2,10,0,4,1,0,0,60,39,1
35,4,12,14,2,4,0,4,1,0,1977,48,39,1
33,4,9,13,4,10,3,4,1,0,1741,40,39,0
35,4,9,13,2,13,0,4,1,0,0,48,39,0
47,6,15,10,3,4,1,4,0,0,0,60,39,0
35,6,6,5,2,3,0,0,1,0,0,96,39,0
56,4,15,10,0,12,4,4,0,0,0,40,39,0
29,5,12,14,4,10,3,4,1,0,0,40,39,0
53,5,14,15,2,10,0,1,1,7298,0,50,37,1
42,4,8,11,5,12,4,2,0,0,0,25,39,0
20,0,15,10,4,0,2,2,0,0,0,40,39,0
24,4,9,13,4,13,1,4,1,0,0,50,36,0
33,4,11,9,2,7,0,4,1,0,0,40,39,0
42,4,0,6,2,12,0,4,1,0,0,45,39,0
38,7,15,10,2,11,0,4,1,0,1887,50,39,1
32,4,11,9,4,7,3,4,1,0,0,40,39,0
20,6,5,4,4,3,3,4,1,0,0,20,39,0
32,4,11,9,2,3,0,4,1,0,0,50,39,0
28,2,15,10,2,11,0,4,1,0,0,40,39,1
51,4,11,9,2,3,0,4,1,0,0,55,39,1
41,2,11,9,4,8,3,4,1,0,0,30,39,0
37,2,7,12,3,8,4,2,0,0,0,50,39,0
23,4,11,9,2,8,5,4,0,0,0,40,39,0
40,4,11,9,2,3,0,4,1,0,0,40,39,0
47,4,0,6,2,7,0,4,1,0,0,40,39,0
46,6,11,9,2,4,0,4,1,0,0,50,39,0
24,4,9,13,4,12,1,4,1,0,0,40,39,0
40,4,11,9,0,7,4,2,0,0,0,28,39,0
30,6,11,9,2,7,3,1,1,0,0,60,35,0
41,7,14,15,6,10,1,3,0,0,0,52,39,1
37,7,9,13,2,1,5,2,0,0,0,45,39,1
49,1,11,9,2,14,0,1,1,0,0,40,30,0
41,1,9,13,2,4,5,2,0,0,0,50,39,1
52,2,8,11,2,4,0,4,1,0,0,35,39,0
23,4,15,10,4,12,1,4,1,0,0,50,39,0
34,4,11,9,0,3,4,2,0,1471,0,40,39,0
25,7,9,13,4,4,1,4,0,0,2444,40,39,1
44,5,11,9,2,3,0,4,1,0,0,45,39,1
31,2,11,9,0,10,4,4,1,0,0,33,39,0
53,4,9,13,0,1,4,4,0,0,0,40,39,0
62,4,11,9,2,4,0,4,1,0,0,50,39,0
35,4,9,13,4,4,1,4,1,0,1876,55,39,0
30,1,9,13,4,10,1,4,1,0,0,40,39,0
48,7,11,9,2,1,5,4,0,0,0,40,39,1
36,4,9,13,4,10,1,4,0,0,0,40,39,1
32,4,1,7,0,8,1,4,1,0,0,33,39,0
22,4,15,10,4,9,3,4,0,0,0,28,39,0
17,0,1,7,4,0,3,4,1,0,0,40,39,0
19,4,11,9,4,10,1,4,0,0,0,40,39,0
26,4,11,9,4,1,1,4,0,0,0,40,39,0
20,0,15,10,4,0,3,4,1,0,0,40,39,0
56,7,15,10,2,4,0,4,1,0,0,35,39,1
45,4,5,4,6,8,4,4,0,0,0,21,39,0
23,4,15,10,4,1,3,1,0,0,0,40,30,0
31,4,11,9,5,6,1,4,1,0,0,40,39,0
30,4,1,7,4,12,4,4,0,0,0,8,39,0
42,4,11,9,2,6,0,4,1,5013,0,35,39,0
27,7,14,15,2,10,0,4,1,0,0,60,39,0
37,4,9,13,2,4,0,4,1,0,0,50,39,1
31,4,11,9,4,7,1,4,1,0,0,60,39,0
33,4,9,13,5,10,1,4,0,0,0,40,39,0
64,4,13,1,2,6,0,1,1,0,0,40,30,0
32,4,11,9,0,8,1,4,0,0,0,40,39,0
62,0,11,9,2,0,0,4,1,5178,0,40,39,1
37,4,15,10,2,3,0,4,1,0,0,40,39,0
25,4,1,7,2,14,0,4,1,0,0,40,39,0
49,4,11,9,2,1,0,4,1,4064,0,40,39,0
36,4,9,13,2,10,0,4,1,0,1902,40,39,1
67,4,15,10,2,6,0,4,1,10566,0,15,39,0
54,4,11,9,2,6,0,4,1,0,0,40,39,1
45,2,10,16,4,10,1,4,0,0,0,40,39,1
30,4,15,10,4,3,1,4,1,0,0,40,39,0
39,7,11,9,2,11,2,4,0,0,0,40,39,0
57,4,0,6,0,8,1,0,0,0,0,20,39,0
57,4,0,6,4,8,1,4,1,0,0,40,39,0
23,6,11,9,2,5,0,4,1,0,0,40,39,0
49,2,11,9,2,8,2,4,1,0,0,40,22,0
46,7,9,13,2,10,0,4,1,0,0,10,39,1
41,7,9,13,4,13,1,4,0,0,0,43,39,0
44,4,8,11,2,13,0,4,1,0,0,45,39,0
25,4,9,13,4,8,3,4,0,2463,0,30,39,0
34,2,9,13,2,3,0,2,1,0,0,45,39,1
24,4,9,13,4,12,3,4,1,0,0,25,39,0
32,4,9,13,4,4,1,4,0,0,0,45,39,0
27,2,11,9,2,13,0,4,1,0,0,50,39,1
67,4,2,8,2,7,0,2,1,0,0,40,5,0
36,4,11,9,2,3,0,4,1,0,0,40,39,0
40,4,15,10,0,4,1,4,1,0,1408,48,39,0
24,4,11,9,2,14,0,4,1,0,0,40,39,0
46,4,9,13,2,12,0,4,1,0,1902,40,39,1
44,7,11,9,0,1,4,4,0,0,0,38,39,0
23,6,15,10,2,3,0,4,1,0,0,40,39,1
46,4,14,15,4,10,1,4,1,0,0,90,39,0
31,4,8,11,4,13,1,4,1,0,0,40,39,0
21,2,15,10,2,11,3,2,1,0,0,40,39,0
61,4,11,9,2,3,0,4,1,0,0,40,39,1
71,6,11,9,2,5,0,4,1,0,0,15,39,0
42,4,9,13,2,4,0,4,1,0,0,40,39,1
27,0,15,10,2,0,0,2,1,0,0,5,39,0
21,7,15,10,4,8,1,4,0,0,0,16,39,0
21,4,13,1,4,5,1,4,1,0,0,25,26,0
28,2,9,13,0,10,1,4,0,2354,0,60,39,0
27,2,7,12,4,10,3,2,0,0,0,37,39,0
32,4,15,10,4,8,1,4,0,0,2001,25,39,0
47,4,11,9,0,6,1,4,1,0,0,40,39,0
22,4,7,12,4,4,1,4,1,0,0,35,9,0
56,4,11,9,2,13,0,4,1,0,0,40,39,0
20,4,11,9,2,8,2,4,0,0,0,40,39,0
30,4,15,10,4,12,1,4,0,0,0,40,39,0
22,4,15,10,4,8,3,4,0,0,0,25,39,0
28,4,8,11,2,3,0,4,1,7688,0,45,39,1
50,4,12,14,2,4,0,4,1,0,0,55,39,1
66,7,11,9,2,7,5,4,0,1424,0,10,39,0
38,4,15,10,4,8,1,4,1,0,0,46,39,0
62,4,2,8,2,4,0,4,1,0,0,30,39,0
36,1,12,14,0,13,1,4,0,0,0,40,39,1
47,4,0,6,2,3,0,4,1,0,0,35,39,0
25,4,11,9,4,13,1,4,1,0,0,40,39,0
26,4,15,10,2,14,0,4,1,0,0,40,39,0
37,4,1,7,2,5,0,4,1,0,0,40,39,0
70,6,5,4,2,3,0,4,1,0,0,8,39,0
52,4,1,7,2,14,0,4,1,0,0,40,39,0
70,4,6,5,2,4,0,4,1,0,0,18,39,0
19,7,11,9,4,11,3,4,1,0,0,40,39,0
23,4,1,7,4,3,3,4,1,0,0,3,39,0
37,4,9,13,2,10,5,4,0,0,0,16,0,1
37,4,1,7,5,12,4,2,0,0,0,40,39,0
45,7,15,10,0,10,4,2,0,0,0,40,39,0
29,4,9,13,2,4,0,4,1,0,0,50,39,1
56,6,9,13,2,4,0,4,1,0,0,20,31,0
50,4,12,14,2,13,0,4,1,0,0,40,39,0
20,4,11,9,4,1,2,4,1,0,2001,30,39,0
26,4,9,13,4,1,1,4,1,0,0,40,39,0
41,5,14,15,2,10,0,4,1,0,2415,60,39,1
21,4,11,9,4,6,3,4,1,0,0,40,39,0
48,6,4,3,2,3,0,4,1,0,2042,50,39,0
22,4,15,10,4,8,1,4,1,0,0,40,39,0
37,7,7,12,2,8,0,4,1,0,0,35,39,0
47,4,15,10,2,3,0,2,1,0,0,30,39,1
61,4,9,13,0,12,4,4,1,0,0,40,39,0
47,2,12,14,2,10,0,4,1,0,0,40,39,1
37,4,11,9,2,3,0,4,1,0,0,25,39,0
46,7,8,11,5,1,4,2,0,0,0,40,39,0
42,6,11,9,2,12,0,4,1,0,0,48,39,0
41,4,11,9,0,1,4,4,0,0,0,40,39,0
33,2,6,5,2,8,0,4,1,0,0,40,39,0
24,4,9,13,4,10,1,4,1,0,0,35,39,0
27,4,7,12,4,13,1,4,1,0,0,40,39,0
40,1,9,13,2,4,0,4,1,0,0,39,39,0
56,4,0,6,2,7,0,4,1,0,0,40,39,0
35,1,10,16,2,10,0,4,1,0,0,55,2,0
24,4,8,11,4,3,1,4,1,0,0,40,39,0
73,6,15,10,2,10,5,4,0,0,0,1,39,0
36,4,15,10,4,12,1,4,1,0,0,50,39,0
31,4,9,13,2,3,0,4,1,0,0,50,39,1
50,0,11,9,2,0,0,2,1,0,0,45,14,0
36,4,11,9,4,6,1,2,1,0,0,40,39,0
37,4,11,9,2,12,0,2,1,0,0,40,39,1
26,4,9,13,4,10,1,4,0,0,0,55,39,0
20,4,11,9,4,11,3,4,1,0,0,40,5,0
58,4,9,13,2,10,0,4,1,0,0,40,39,1
45,7,9,13,2,10,0,4,1,0,0,40,39,1
33,0,9,13,4,0,3,4,1,0,0,40,39,0
31,4,9,13,4,13,1,4,0,0,0,40,39,0
44,4,14,15,2,10,0,4,1,99999,0,60,39,1
19,2,15,10,4,10,3,4,0,0,0,30,39,0
54,4,11,9,2,13,0,2,1,0,0,50,33,1
31,7,12,14,2,10,0,4,1,0,1740,40,39,0
27,4,11,9,2,3,0,4,1,0,0,35,39,0
36,4,15,10,2,12,0,4,1,5178,0,40,39,1
47,1,15,10,0,1,1,4,1,0,1876,40,39,0
35,4,9,13,2,4,0,4,1,0,0,45,39,0
42,4,3,2,2,1,0,4,1,0,0,55,32,1
45,4,9,13,0,4,1,4,0,0,0,40,39,0
70,4,11,9,2,3,0,4,1,1455,0,40,39,0
27,2,2,8,4,8,3,2,0,0,0,44,39,0
36,4,11,9,2,10,0,4,1,0,0,60,39,1
23,4,11,9,3,7,1,4,1,0,0,40,39,0
25,4,9,13,4,4,1,4,1,0,0,50,39,0
45,6,15,10,2,3,0,4,1,7688,0,45,39,1
24,4,11,9,4,6,3,4,1,0,0,30,39,0
90,4,7,12,2,12,0,4,1,0,1825,50,39,1
50,4,11,9,2,7,0,4,1,0,1902,44,39,1
37,4,11,9,2,3,0,4,1,7688,0,99,39,1
31,4,15,10,4,1,1,4,0,0,0,40,39,0
17,4,1,7,4,5,3,4,1,0,0,40,39,0
26,4,15,10,4,1,1,2,1,0,0,38,39,0
41,4,10,16,2,10,0,4,1,0,0,60,39,0
50,5,11,9,2,4,0,4,1,0,0,60,39,1
45,6,11,9,2,14,0,4,1,0,0,80,39,0
54,6,15,10,2,12,0,4,1,0,0,55,39,1
54,4,11,9,2,3,0,4,1,0,0,40,39,0
38,4,11,9,4,7,3,4,1,0,0,40,39,0
22,4,11,9,2,12,2,4,0,0,0,38,39,0
43,4,11,9,2,7,0,4,1,0,0,40,39,0
19,0,11,9,4,0,3,4,0,0,0,30,39,0
30,4,9,13,2,13,0,4,1,0,0,40,39,1
31,0,6,5,0,0,4,4,0,0,0,40,39,0
42,4,11,9,5,3,1,4,1,3325,0,40,39,0
48,4,15,10,2,7,0,4,1,0,0,40,39,1
56,4,15,10,2,14,0,2,1,0,0,35,39,1
21,2,15,10,4,1,4,4,1,0,0,36,39,0
45,4,9,13,2,3,0,4,1,0,0,40,39,0
37,4,14,15,2,4,0,4,1,0,0,40,39,1
38,2,9,13,2,10,0,4,1,0,0,30,39,0
34,4,15,10,2,12,0,4,1,0,0,50,39,0
29,4,11,9,0,11,3,4,1,0,0,40,39,0
24,4,11,9,2,7,0,4,1,0,0,40,39,0
79,0,12,14,4,0,1,4,0,0,0,23,39,0
35,4,7,12,4,7,1,4,1,0,0,55,39,0
39,6,0,6,2,14,0,4,1,0,0,70,39,0
73,6,5,4,2,5,0,4,1,0,0,12,39,0
57,4,8,11,4,8,3,4,0,0,0,40,39,0
35,5,9,13,2,12,0,4,1,0,0,50,39,0
60,4,11,9,2,6,0,4,1,0,0,32,39,0
19,0,15,10,4,0,3,2,0,0,0,40,39,0
54,4,11,9,2,7,0,4,1,0,0,40,39,0
53,6,9,13,2,3,0,4,1,0,0,40,39,0
23,4,15,10,4,4,2,4,0,0,0,40,39,0
57,6,15,10,2,4,0,4,1,0,0,48,39,1
27,6,0,6,4,12,3,4,0,0,0,48,39,0
25,4,11,9,4,4,3,2,1,0,0,40,39,0
38,4,11,9,2,3,0,2,1,0,0,40,39,0
48,4,15,10,2,12,0,2,1,0,0,60,39,1
24,4,11,9,4,1,4,4,0,0,0,45,39,0
67,5,15,10,2,12,0,4,1,0,0,40,39,0
20,4,11,9,4,8,3,2,1,0,0,35,39,0
38,4,10,16,2,10,0,1,1,0,0,40,3,1
54,4,5,4,2,3,0,4,1,0,0,40,39,0
20,6,15,10,4,5,3,4,1,0,0,40,39,0
57,4,0,6,5,4,1,4,1,0,0,55,39,0
34,1,9,13,4,4,1,4,1,0,0,44,39,0
34,4,11,9,5,3,4,4,1,0,0,49,39,0
80,4,11,9,3,7,1,4,0,0,0,16,39,0
40,4,11,9,2,7,5,4,0,0,0,40,39,0
19,2,1,7,4,6,2,4,1,0,0,35,39,0
35,4,15,10,2,11,0,4,1,0,0,56,39,0
21,4,11,9,4,12,4,4,0,0,0,40,39,0
59,2,1,7,2,8,0,4,1,0,0,40,39,0
53,4,15,10,2,14,0,4,1,0,0,40,39,1
41,6,8,11,2,8,5,4,0,3103,0,40,39,1
59,4,11,9,2,14,0,4,1,0,0,55,39,0
21,0,15,10,4,0,3,4,0,0,0,35,39,0
52,4,3,2,0,5,1,2,1,0,0,40,39,0
48,4,4,3,2,6,0,4,1,0,0,40,26,0
24,4,2,8,4,7,3,2,1,0,0,40,39,0
49,4,14,15,2,12,0,4,1,0,0,40,39,1
19,4,11,9,4,1,3,4,1,0,0,50,39,0
50,4,11,9,0,8,1,4,0,0,0,40,39,0
39,4,7,12,2,3,0,4,1,0,0,60,39,1
25,4,11,9,2,8,5,2,0,0,0,40,39,0
66,4,5,4,0,8,2,1,0,0,0,40,30,0
30,4,15,10,4,4,1,4,1,4416,0,40,39,0
49,4,12,14,2,4,0,4,1,15024,0,80,39,1
40,6,15,10,2,3,0,4,1,0,0,45,39,0
38,4,0,6,2,8,0,4,1,0,0,40,39,0
25,4,1,7,2,3,0,4,1,0,0,40,39,0
51,7,11,9,0,4,1,4,1,0,0,37,39,1
23,2,9,13,4,1,3,4,0,0,0,40,11,0
60,6,6,5,2,4,0,4,1,0,1887,67,39,1
44,4,11,9,0,12,1,4,1,27828,0,60,39,1
53,6,14,15,0,10,4,4,1,25236,0,60,39,1
66,6,9,13,2,10,0,4,1,0,0,20,39,1
18,0,11,9,4,0,3,4,0,0,0,45,39,0
44,2,8,11,0,7,4,0,1,0,0,40,39,0
38,4,11,9,2,7,0,2,1,0,0,40,39,1
30,4,9,13,2,1,0,4,1,0,0,40,39,1
36,4,11,9,4,7,1,4,1,3674,0,42,39,0
38,2,15,10,2,1,0,4,1,0,0,40,39,1
31,1,9,13,4,4,1,4,0,0,0,45,39,0
26,4,1,7,4,14,1,4,0,0,0,35,39,0
23,4,15,10,4,8,1,4,1,0,0,25,39,0
58,7,9,13,2,1,5,4,0,0,0,40,39,0
