,b,c,e,f,g,h,i,m,n,a,d,j,k,l
345,6,11,4,3,4,4,1,39,0,23.5,9.0,0.0,0.0,41.86
346,5,9,2,5,0,4,1,39,1,54.03,13.0,3115.61,127.07,61.6
347,7,9,2,5,0,4,1,39,1,39.06,13.0,0.0,0.0,40.0
348,4,15,4,13,1,1,1,39,0,30.0,10.0,0.0,0.0,40.0
349,4,11,6,6,2,4,0,39,0,61.1,9.0,0.0,0.0,35.78
350,2,15,2,11,3,2,1,39,0,28.87,10.0,0.0,0.0,40.0
351,4,1,2,7,0,4,1,39,0,57.43,7.0,0.0,0.0,44.49
352,4,11,0,3,1,4,1,39,0,54.49,9.0,897.9,341.47,47.75
353,4,4,2,8,0,2,1,39,0,70.27,3.0,0.0,0.0,39.08
354,0,0,4,0,3,4,0,39,0,21.9,6.0,19618.95,0.0,17.02
355,6,5,2,12,0,4,1,39,0,63.98,4.0,0.0,0.0,75.72
356,4,0,4,12,4,4,0,39,0,21.98,6.0,0.0,0.0,35.2
357,7,12,0,10,4,4,0,39,0,46.01,14.0,381.39,318.06,40.92
358,4,15,2,1,5,4,0,39,1,52.13,10.0,9327.76,599.06,34.61
359,4,11,4,4,3,2,1,39,0,24.39,9.0,0.0,0.0,50.92
360,4,15,0,3,1,4,1,39,1,46.32,10.0,2777.87,0.0,45.12
361,0,12,2,0,5,4,0,39,1,66.26,14.0,2884.34,193.34,44.05
362,6,9,0,12,1,4,0,39,1,44.0,13.0,27828.0,0.0,60.0
363,0,1,2,0,0,4,1,39,0,67.65,7.0,362.47,1240.06,16.91
364,4,9,2,4,0,1,1,19,1,49.09,13.0,77491.8,0.0,43.17
365,2,1,2,14,0,4,1,39,0,63.3,7.0,0.0,0.0,28.07
366,0,11,0,0,4,4,0,39,0,48.29,9.0,0.0,0.0,44.15
367,4,15,0,8,3,4,1,39,0,35.27,10.0,105.36,0.0,17.85
368,4,11,4,3,3,4,1,39,0,20.4,9.0,83.87,463.95,36.45
369,4,10,2,12,0,4,1,39,1,46.27,16.0,0.0,0.0,46.35
370,4,15,4,3,1,4,1,39,0,40.25,10.0,1056.46,323.1,43.66
371,4,15,2,3,0,4,1,39,1,43.01,10.0,948.75,142.23,41.51
372,4,11,2,3,0,4,1,39,1,46.88,9.0,14260.75,1274.69,35.9
373,4,15,2,7,0,4,1,39,0,46.46,10.0,110.9,275.76,38.45
374,0,11,4,0,1,2,0,39,0,19.69,9.0,0.0,0.0,40.0
375,0,10,2,0,0,4,1,39,1,57.3,16.0,3285.6,160.93,26.64
376,0,15,2,0,5,2,0,39,0,44.39,10.0,1413.63,0.0,20.39
377,4,11,4,3,1,4,1,39,0,26.22,9.0,696.37,138.58,36.27
378,4,11,4,7,3,3,1,33,0,28.0,9.0,0.0,0.0,50.0
379,4,8,4,1,1,4,1,39,0,30.64,11.0,0.0,0.0,57.1
380,0,1,6,0,2,2,0,39,0,41.0,7.0,0.0,0.0,40.0
381,4,5,2,3,0,4,1,26,0,40.25,4.0,0.0,0.0,39.7
382,4,1,0,8,1,4,0,39,0,45.19,7.0,0.0,0.0,51.26
383,4,15,4,9,1,4,0,39,0,59.76,10.0,0.0,0.0,7.38
384,6,15,2,8,0,4,1,39,1,49.48,10.0,0.0,0.0,36.83
385,4,9,4,10,1,4,0,39,0,24.89,13.0,634.63,484.56,30.98
386,4,9,4,10,3,4,1,39,1,40.63,13.0,11802.83,0.0,51.59
387,2,14,4,10,1,4,1,39,1,43.53,15.0,7878.85,0.0,40.0
388,2,12,3,10,1,4,0,39,0,31.56,14.0,0.0,0.0,38.35
389,4,9,2,4,0,4,1,39,1,35.52,13.0,11848.71,1159.73,40.98
390,4,1,4,6,1,2,1,39,0,21.75,7.0,0.0,0.0,40.0
391,6,12,0,10,1,4,1,39,1,54.0,14.0,0.0,0.0,50.0
392,4,8,0,13,4,4,0,39,0,47.68,11.0,0.0,0.0,49.56
393,4,9,2,4,0,4,1,39,1,53.38,13.0,16995.07,379.83,51.42
394,6,15,2,5,0,4,1,39,0,33.98,10.0,1342.73,223.51,31.44
395,5,9,4,5,1,4,0,39,0,31.0,13.0,0.0,0.0,45.0
396,7,12,2,10,0,4,1,39,0,37.37,14.0,0.0,337.97,38.49
397,4,11,2,3,0,4,1,39,0,44.11,9.0,1638.26,657.98,35.02
398,4,11,2,4,0,4,1,39,1,45.47,9.0,3830.16,26.37,52.88
399,1,15,0,1,1,4,0,39,0,54.14,10.0,0.0,0.0,35.45
400,4,15,4,1,4,4,0,39,0,31.07,10.0,931.82,0.0,49.26
401,4,5,2,3,0,4,1,32,1,29.0,4.0,0.0,0.0,40.0
402,4,11,4,1,4,4,0,39,0,60.58,9.0,0.0,386.2,38.51
403,7,11,4,11,3,4,1,39,0,31.61,9.0,0.0,323.51,40.0
404,4,11,4,4,1,4,0,39,0,48.47,9.0,451.51,0.0,42.57
405,4,5,0,3,1,4,1,39,0,42.28,4.0,0.0,785.55,57.43
406,4,10,4,10,3,4,1,39,0,28.29,16.0,0.0,0.0,35.18
407,4,11,2,4,0,4,1,39,0,48.02,9.0,358.64,67.4,48.12
408,2,9,0,8,3,4,1,39,0,36.0,13.0,0.0,0.0,40.0
409,4,9,4,4,1,4,1,39,0,45.64,13.0,287.71,404.66,56.63
410,4,11,0,14,4,4,1,0,0,36.0,9.0,0.0,0.0,43.0
411,4,15,0,1,4,4,0,39,0,37.73,10.0,868.35,14.89,31.09
412,4,9,2,10,0,4,1,11,1,36.0,13.0,0.0,0.0,45.0
413,6,1,6,8,4,4,0,12,1,56.0,7.0,0.0,0.0,65.0
414,2,9,2,3,0,4,1,39,1,46.73,13.0,0.0,0.0,50.0
415,4,11,4,3,1,4,1,39,0,21.42,9.0,378.31,587.22,45.68
416,4,9,2,4,0,2,1,39,1,36.01,13.0,87.46,642.09,43.02
417,4,11,4,6,3,4,0,39,0,37.09,9.0,0.0,481.29,16.89
418,7,11,0,1,2,4,0,39,0,45.0,9.0,0.0,0.0,40.0
419,4,15,4,5,2,2,1,39,0,30.0,10.0,0.0,0.0,72.0
420,5,11,2,12,0,4,1,39,1,53.55,9.0,2263.87,865.89,43.0
421,4,15,2,3,0,4,1,39,1,44.86,10.0,7817.72,145.0,44.69
422,4,11,0,3,1,4,1,39,0,45.61,9.0,666.83,432.77,47.05
423,4,0,2,3,0,4,1,39,0,26.68,6.0,226.51,2.22,36.42
424,4,15,2,4,0,4,1,39,1,47.69,10.0,17004.21,602.65,45.4
425,2,12,5,10,3,2,0,39,0,59.0,14.0,0.0,0.0,35.0
426,4,11,2,1,5,4,0,39,1,49.32,9.0,4428.27,90.11,21.15
427,4,5,2,14,0,4,1,39,1,51.08,4.0,2202.67,0.0,54.1
428,2,11,2,1,5,4,0,39,0,60.39,9.0,0.0,0.0,45.5
429,7,11,0,1,1,4,1,39,0,34.94,9.0,0.0,0.0,40.0
430,4,15,4,8,3,4,0,39,0,24.89,10.0,424.73,89.14,7.2
431,4,6,2,8,0,4,1,39,0,52.3,5.0,640.68,0.0,34.16
432,4,8,4,8,1,4,1,39,0,33.03,11.0,0.0,0.0,30.63
433,4,14,2,10,0,4,1,39,1,47.18,15.0,5600.56,187.49,71.8
434,5,15,2,4,0,4,1,39,1,43.47,10.0,14891.91,399.36,47.72
435,4,11,2,12,5,4,0,39,0,53.73,9.0,2135.83,0.0,52.03
436,4,11,2,14,0,4,1,39,0,52.76,9.0,805.07,42.21,60.99
437,7,15,2,11,0,4,1,39,0,49.78,10.0,0.0,0.0,39.71
438,7,0,4,8,3,4,1,39,0,17.0,6.0,0.0,0.0,30.0
439,4,8,0,7,1,2,1,39,0,37.24,11.0,0.0,0.0,45.26
440,4,12,2,10,5,4,0,39,1,59.41,14.0,28076.74,701.97,35.31
441,2,1,4,10,3,4,0,33,0,17.0,7.0,0.0,0.0,20.0
442,4,12,4,10,1,4,0,39,1,43.7,14.0,3413.39,804.03,43.05
443,4,15,2,3,0,4,1,39,0,39.85,10.0,668.4,6.26,53.04
444,4,11,4,12,3,4,1,39,0,22.03,9.0,0.0,360.02,26.29
445,4,11,4,1,3,4,1,39,0,23.97,9.0,0.0,528.09,42.1
446,5,9,2,4,0,4,1,39,1,57.94,13.0,4257.35,1361.67,54.96
447,6,15,2,5,0,4,1,39,0,47.94,10.0,1857.17,241.44,45.43
448,4,15,4,3,1,4,1,39,0,21.31,10.0,604.88,114.89,42.77
449,4,9,4,10,3,4,0,39,0,31.09,13.0,0.0,303.54,21.86
450,4,11,5,14,3,4,0,39,0,28.0,9.0,0.0,0.0,17.0
451,4,0,2,7,0,4,1,39,0,47.31,6.0,300.29,0.0,47.93
452,4,9,4,8,3,4,1,39,0,25.23,13.0,0.0,0.0,22.76
453,4,11,4,13,1,4,0,39,0,28.84,9.0,26.35,0.0,43.15
454,4,12,2,4,0,4,1,39,1,51.24,14.0,6141.77,533.82,52.84
455,2,11,2,3,0,2,1,39,0,40.0,9.0,0.0,0.0,35.0
456,4,9,4,1,4,2,0,39,0,27.69,13.0,1990.45,0.0,33.96
457,0,15,4,0,3,3,0,39,0,19.83,10.0,454.78,0.0,33.25
458,4,11,2,12,0,4,1,39,0,19.55,9.0,1417.98,268.35,45.77
459,4,9,2,4,0,4,1,39,1,56.84,13.0,45435.34,283.96,39.64
460,4,11,4,3,1,4,1,39,0,50.12,9.0,16.27,669.17,38.96
461,4,15,4,8,3,4,0,39,0,20.06,10.0,227.38,8.16,37.59
462,4,4,0,7,4,4,0,39,0,59.0,3.0,0.0,0.0,40.0
463,4,11,4,1,1,4,1,39,0,42.25,9.0,491.09,0.0,38.11
464,7,10,4,10,1,4,0,39,0,32.0,16.0,0.0,0.0,70.0
465,7,11,0,8,4,2,0,39,0,39.0,9.0,0.0,0.0,40.0
466,4,8,2,12,0,4,1,39,1,32.06,11.0,2943.92,606.41,49.92
467,4,11,4,4,3,4,0,39,0,38.93,9.0,0.0,0.0,46.68
468,1,7,4,14,1,2,1,39,0,27.0,12.0,0.0,0.0,40.0
469,7,12,4,10,1,2,0,39,0,25.17,14.0,0.0,0.0,38.28
470,7,9,2,10,0,1,1,39,0,67.0,13.0,0.0,0.0,12.0
471,4,4,2,1,0,2,1,39,0,58.0,3.0,0.0,0.0,40.0
472,4,15,2,1,0,4,1,26,0,34.08,10.0,0.0,0.0,44.02
473,4,11,2,12,5,4,0,9,1,41.0,9.0,15024.0,0.0,50.0
474,1,15,2,1,0,4,1,39,1,44.24,10.0,3902.92,288.6,49.0
475,4,9,2,12,0,4,1,39,1,46.36,13.0,5412.87,785.83,19.97
476,4,1,4,3,1,4,1,39,0,28.89,7.0,0.0,580.76,49.63
477,4,11,2,3,0,2,1,39,0,46.02,9.0,602.84,272.93,37.8
478,0,11,6,0,4,4,1,39,0,68.35,9.0,0.0,0.0,26.16
479,4,15,2,3,0,4,1,39,1,43.99,10.0,3675.95,1001.06,54.11
480,4,11,0,5,4,2,0,39,0,45.0,9.0,0.0,0.0,39.0
481,4,8,4,12,1,4,0,39,0,22.99,11.0,0.0,0.0,38.49
482,4,11,2,14,0,4,1,39,0,47.41,9.0,2618.06,42.54,37.42
483,4,15,4,3,1,4,1,39,0,21.31,10.0,1126.02,481.89,44.39
484,4,11,0,8,4,4,1,39,0,27.77,9.0,0.0,0.0,40.0
485,7,12,2,10,0,4,1,39,1,44.56,14.0,2740.32,235.77,27.63
486,6,5,2,4,0,4,1,39,0,59.17,4.0,0.0,0.0,19.27
487,4,11,4,12,1,4,0,39,0,44.04,9.0,51.13,135.26,37.27
488,1,9,2,4,5,4,0,39,0,36.05,13.0,0.0,0.0,41.44
489,7,12,4,10,1,4,1,39,0,29.57,14.0,0.0,0.0,37.46
490,1,11,0,4,1,4,1,39,0,46.0,9.0,0.0,0.0,42.0
491,4,7,0,10,4,4,0,39,0,51.46,12.0,1107.93,12.88,37.62
492,4,11,5,1,4,4,0,39,0,46.79,9.0,530.18,15.7,39.84
493,4,11,2,3,0,4,1,39,0,62.92,9.0,480.66,183.55,47.53
494,4,9,2,10,0,4,1,39,1,56.38,13.0,22622.66,663.4,41.02
495,4,11,6,7,4,3,1,4,0,45.0,9.0,0.0,0.0,40.0
496,6,7,4,12,1,4,1,39,0,30.59,12.0,0.0,0.0,78.11
497,4,7,2,1,0,4,1,39,0,51.79,12.0,0.0,0.0,32.24
498,6,7,6,10,4,4,0,39,0,47.6,12.0,0.0,0.0,35.17
499,4,11,4,6,4,4,1,39,0,26.42,9.0,0.0,236.89,46.81
500,4,11,2,10,5,4,0,39,0,48.51,9.0,2214.59,0.0,35.09
501,4,9,2,10,5,1,0,30,1,35.09,13.0,0.0,0.0,35.73
502,4,15,4,1,1,4,0,39,0,42.45,10.0,1602.52,155.18,38.22
503,5,14,2,10,0,4,1,39,1,41.15,15.0,97195.31,668.35,60.87
504,4,15,2,3,0,4,1,39,1,47.57,10.0,4747.31,558.47,50.84
505,4,0,4,8,2,4,1,39,0,17.59,6.0,0.0,0.0,21.96
506,4,15,4,1,3,2,0,39,0,40.19,10.0,0.0,0.0,27.81
507,2,12,0,10,4,2,0,39,1,49.39,14.0,6783.05,0.0,38.76
508,2,1,4,8,4,4,0,39,0,36.0,7.0,0.0,0.0,23.0
509,0,5,5,0,1,4,1,39,0,64.77,4.0,0.0,0.0,49.23
510,7,15,2,5,0,4,1,39,0,43.29,10.0,0.0,0.0,49.85
511,2,11,4,8,1,4,1,39,0,55.16,9.0,0.0,0.0,40.0
512,4,11,4,14,3,4,1,39,0,29.36,9.0,779.8,308.85,37.2
513,4,0,4,12,3,4,0,39,0,19.42,6.0,176.81,558.09,17.46
514,4,11,4,3,4,4,1,39,0,24.3,9.0,1876.59,0.0,32.65
515,4,9,2,4,0,4,1,39,1,48.15,13.0,39388.53,959.83,53.85
516,4,9,2,13,0,4,1,39,1,39.55,13.0,2447.02,1665.82,43.84
517,0,15,4,0,3,2,0,39,0,18.02,10.0,0.0,0.0,38.29
518,6,11,2,3,0,2,1,39,1,46.06,9.0,1368.06,0.0,44.77
519,4,15,2,12,0,4,1,39,0,58.19,10.0,427.71,708.26,37.88
520,2,11,6,4,1,4,0,39,0,84.0,9.0,0.0,0.0,33.0
521,4,1,4,8,3,4,1,39,0,17.85,7.0,135.59,16.3,14.97
522,4,9,2,4,0,1,1,19,1,47.75,13.0,27945.72,0.0,41.92
523,7,15,2,3,0,4,1,39,1,47.62,10.0,0.0,0.0,41.32
524,4,11,0,12,3,4,1,39,0,44.5,9.0,0.0,222.73,39.15
525,4,11,2,3,0,4,1,39,0,31.17,9.0,429.37,1074.78,52.47
526,4,11,4,14,1,2,1,39,0,31.88,9.0,84.67,0.0,56.83
527,7,10,2,10,0,4,1,39,1,45.57,16.0,3795.35,887.83,29.19
528,4,15,4,4,3,1,1,3,0,25.0,10.0,0.0,0.0,40.0
529,6,15,4,10,1,4,1,39,0,32.0,10.0,0.0,0.0,60.0
530,4,9,2,3,0,4,1,39,1,30.95,13.0,13904.49,696.66,39.41
531,2,11,0,11,2,4,1,39,0,31.0,9.0,0.0,0.0,45.0
532,4,9,2,10,0,4,1,39,1,31.21,13.0,18992.18,498.92,46.51
533,4,11,0,4,1,4,0,39,0,56.59,9.0,449.8,130.69,38.02
534,4,11,2,3,0,4,1,39,1,55.85,9.0,14793.55,169.15,42.99
535,4,11,6,1,4,4,0,39,0,49.59,9.0,2019.16,0.0,31.78
536,4,8,4,8,3,4,0,39,0,48.83,11.0,0.0,0.0,34.59
537,6,9,2,4,0,4,1,39,1,52.14,13.0,6754.12,104.76,33.85
538,0,15,4,0,3,4,1,39,0,19.78,10.0,60.34,71.36,41.4
539,4,9,4,10,3,4,0,39,1,26.49,13.0,0.0,354.87,39.18
540,4,11,2,8,0,4,1,39,0,52.58,9.0,225.53,33.59,44.89
541,4,11,4,12,4,4,0,39,0,34.64,9.0,0.0,0.0,49.23
542,0,11,4,0,1,4,1,39,0,55.72,9.0,0.0,243.28,17.22
543,4,9,4,10,1,2,0,39,0,28.51,13.0,0.0,0.0,40.0
544,4,11,2,7,0,4,1,39,0,38.33,9.0,1510.3,395.98,41.79
545,4,5,5,3,1,4,1,39,0,54.0,4.0,0.0,0.0,40.0
546,4,11,2,1,0,1,1,39,0,31.0,9.0,0.0,0.0,40.0
547,4,7,2,3,0,4,1,39,0,40.06,12.0,1216.22,2.25,43.44
548,6,15,5,4,4,4,0,39,0,46.0,10.0,1151.0,0.0,60.0
549,4,9,2,8,5,4,0,39,0,30.54,13.0,0.0,0.0,35.92
550,4,11,4,3,1,4,1,13,0,24.09,9.0,0.0,0.0,40.0
551,4,11,4,14,1,4,1,39,0,39.7,9.0,1554.02,310.59,47.83
552,5,15,2,4,0,4,1,39,1,49.72,10.0,8952.85,106.76,55.22
553,7,11,2,14,0,4,1,39,0,58.95,9.0,0.0,0.0,42.27
554,2,12,2,4,0,4,1,39,0,42.98,14.0,0.0,0.0,41.62
555,5,11,4,3,3,4,1,39,0,23.84,9.0,0.0,1230.19,47.04
556,4,7,4,8,1,4,0,39,1,35.0,12.0,0.0,0.0,80.0
557,4,15,2,12,5,4,0,39,1,47.62,10.0,1763.2,0.0,38.49
558,6,9,2,13,0,4,1,39,1,44.8,13.0,0.0,0.0,48.79
559,4,8,4,8,4,4,0,39,0,25.55,11.0,0.0,0.0,32.94
560,4,15,4,12,1,4,0,39,0,23.57,10.0,0.0,8.01,34.33
561,1,7,6,4,4,4,1,39,1,52.0,12.0,13550.0,0.0,40.0
562,4,11,2,12,0,4,1,39,0,63.08,9.0,1094.48,670.73,40.05
563,4,11,2,4,0,4,1,26,0,40.79,9.0,1217.52,0.0,57.25
564,4,5,2,3,0,4,1,39,1,45.87,4.0,4555.31,0.0,41.93
565,0,5,2,0,0,4,1,39,0,60.34,4.0,1294.8,82.2,31.55
566,7,8,4,10,1,4,1,39,1,37.0,11.0,8614.0,0.0,40.0
567,4,8,2,8,0,4,1,39,0,38.44,11.0,0.0,0.0,38.24
568,4,11,4,1,1,2,0,39,0,46.96,9.0,833.96,26.24,35.34
569,4,12,4,10,1,4,0,39,0,43.18,14.0,648.82,733.05,13.07
570,4,0,2,3,0,4,1,39,0,45.77,6.0,315.02,28.07,51.54
571,4,8,4,10,4,4,0,39,0,37.16,11.0,1150.75,0.0,25.64
572,4,11,4,14,4,4,1,39,0,38.13,9.0,0.0,0.0,44.37
573,4,11,2,7,0,4,1,39,0,47.43,9.0,445.43,141.99,36.85
574,1,15,0,1,1,4,0,39,0,41.97,10.0,0.0,0.0,36.14
575,4,15,2,3,0,4,1,39,1,54.81,10.0,1135.48,809.5,40.33
576,2,12,2,10,0,4,1,39,1,52.03,14.0,1465.33,221.75,47.53
577,4,11,4,3,1,2,1,39,0,28.2,9.0,1209.16,0.0,37.77
578,4,11,2,3,0,4,1,39,0,37.7,9.0,781.73,176.88,47.82
579,4,9,0,9,4,4,0,39,0,37.5,13.0,0.0,0.0,36.36
580,4,9,2,10,0,4,1,39,1,58.85,13.0,13965.74,269.9,65.59
581,4,11,4,8,1,4,1,39,0,25.14,9.0,912.38,173.77,36.79
582,4,11,2,14,0,4,1,39,0,45.06,9.0,933.83,181.37,60.11
583,4,9,2,4,2,1,0,3,1,32.0,13.0,0.0,0.0,40.0
584,4,15,0,1,1,4,0,39,0,40.1,10.0,800.76,271.48,17.82
585,7,14,2,8,0,4,1,39,0,71.0,15.0,0.0,0.0,28.0
586,4,9,4,1,1,4,0,39,0,26.84,13.0,300.39,102.05,46.3
587,6,11,2,12,0,4,1,39,0,56.53,9.0,1027.65,324.22,53.0
588,4,11,2,12,0,4,1,39,1,42.83,9.0,10338.08,402.56,43.14
589,7,11,2,14,0,0,1,39,0,42.0,9.0,0.0,0.0,40.0
590,4,12,2,4,5,4,0,39,1,33.24,14.0,5092.1,831.81,49.55
591,4,9,2,12,0,4,1,39,1,50.47,13.0,6878.09,1181.75,44.09
592,4,0,2,7,0,4,1,13,0,28.98,6.0,0.0,0.0,40.0
593,4,11,4,8,1,4,0,39,0,42.7,9.0,219.28,148.38,33.53
594,4,11,3,5,3,4,0,26,0,27.0,9.0,0.0,0.0,40.0
595,4,9,2,4,0,4,1,39,1,35.19,13.0,23017.75,680.34,51.46
596,4,15,2,8,0,3,1,26,0,57.0,10.0,0.0,0.0,40.0
597,4,9,2,4,0,4,1,39,1,35.43,13.0,8506.74,854.65,58.67
598,4,3,2,7,0,4,1,26,0,48.79,2.0,0.0,1039.5,41.3
599,4,15,6,12,1,4,0,39,0,64.93,10.0,129.0,0.0,33.13
600,7,8,4,3,1,4,1,39,0,37.77,11.0,0.0,0.0,40.0
601,4,15,4,12,3,4,0,39,0,21.41,10.0,413.5,97.66,35.62
602,7,7,4,1,3,2,0,39,0,28.68,12.0,0.0,0.0,25.2
603,4,12,2,12,0,4,1,39,1,47.07,14.0,15933.21,319.38,60.08
604,4,15,4,8,3,4,0,39,0,23.34,10.0,60.64,382.53,28.88
605,0,9,2,0,0,4,1,39,0,38.02,13.0,342.9,110.26,32.58
606,4,11,6,7,3,4,0,39,0,40.0,9.0,0.0,0.0,30.0
607,4,9,5,4,1,4,1,39,1,44.21,13.0,5567.71,0.0,50.35
608,4,4,2,6,0,4,1,39,0,52.58,3.0,1472.68,0.0,41.61
609,2,12,2,4,0,4,1,39,1,38.64,14.0,2780.12,149.13,40.08
610,4,15,4,1,3,4,0,27,0,26.02,10.0,0.0,0.0,39.37
611,4,9,0,1,4,4,0,39,0,39.27,13.0,0.0,0.0,50.5
612,4,11,2,7,0,4,1,39,0,37.04,9.0,732.35,90.17,45.58
613,4,11,5,7,4,2,0,39,0,28.74,9.0,0.0,0.0,34.88
614,6,15,2,12,0,4,1,39,0,54.54,10.0,659.11,295.59,37.4
615,4,8,2,10,5,4,0,39,1,28.34,11.0,2700.09,836.29,35.78
616,4,11,4,8,1,4,1,39,0,33.82,9.0,111.71,151.2,43.79
617,4,9,2,10,0,4,1,39,1,49.82,13.0,654.64,696.34,57.67
618,4,9,5,12,1,4,1,39,1,39.04,13.0,77289.65,0.0,55.95
619,4,11,2,3,0,4,1,39,1,36.18,9.0,14924.42,389.33,52.67
620,4,8,2,3,0,4,1,39,0,37.94,11.0,58.12,656.53,53.86
621,4,11,0,6,1,4,1,39,0,42.76,9.0,590.76,659.46,30.99
622,2,15,2,14,0,4,1,39,0,42.1,10.0,438.36,25.53,29.32
623,4,11,4,12,3,0,1,39,0,25.52,9.0,4380.2,0.0,27.68
624,4,15,4,8,3,4,1,39,0,19.62,10.0,377.12,318.97,39.2
625,5,8,2,3,0,4,1,39,0,51.34,11.0,0.0,0.0,28.97
626,4,11,0,7,1,4,1,39,0,37.02,9.0,2660.11,29.09,29.05
627,4,11,4,8,3,2,1,39,0,26.9,9.0,0.0,7.48,42.26
628,4,11,4,1,4,2,0,39,0,42.55,9.0,0.0,0.0,36.84
629,7,9,2,11,0,4,1,39,1,48.46,13.0,4174.8,1800.22,67.7
630,4,11,2,4,0,4,1,39,0,26.72,9.0,826.41,228.42,33.18
631,4,11,4,12,1,4,0,39,0,40.19,9.0,55.84,320.58,43.1
632,4,9,2,10,0,4,1,39,0,42.25,13.0,748.52,408.8,39.81
633,4,4,4,9,1,4,0,0,0,63.0,3.0,0.0,0.0,50.0
634,4,15,0,4,1,4,1,39,0,47.33,10.0,683.26,63.91,40.62
635,4,11,6,1,1,4,0,39,0,62.9,9.0,697.04,693.32,41.32
636,4,11,2,8,0,2,1,39,0,57.0,9.0,0.0,0.0,35.76
637,4,11,6,7,4,4,1,39,0,61.35,9.0,2461.93,0.0,40.0
638,4,11,4,8,4,2,0,39,0,32.54,9.0,0.0,0.0,29.9
639,0,4,2,0,0,4,1,26,0,44.94,3.0,0.0,0.0,43.39
640,6,11,2,7,0,4,1,39,0,62.46,9.0,355.61,0.0,4.42
641,4,14,2,10,5,4,0,39,1,46.75,15.0,6106.67,609.35,39.56
642,1,11,2,1,0,4,1,39,1,31.15,9.0,143.05,0.0,45.0
643,0,15,4,0,3,4,0,39,0,25.73,10.0,42.02,557.36,4.81
644,4,0,4,1,1,4,0,39,0,24.04,6.0,136.92,0.0,39.77
645,0,15,2,0,0,4,1,39,0,49.51,10.0,512.46,42.84,20.3
646,6,13,0,8,4,4,0,26,0,60.0,1.0,0.0,0.0,40.0
647,5,15,2,4,2,1,0,35,0,36.0,10.0,0.0,0.0,70.0
648,7,15,4,1,3,4,1,39,0,19.09,10.0,0.0,0.0,37.82
649,4,9,4,13,1,4,1,39,0,38.77,13.0,792.35,145.05,47.91
650,4,7,4,1,3,4,0,39,0,24.85,12.0,0.0,0.0,39.07
651,4,7,2,12,5,1,0,19,0,53.0,12.0,0.0,0.0,40.0
652,4,11,0,7,1,4,0,39,0,45.38,9.0,755.56,0.0,36.67
653,4,8,2,11,0,4,1,39,0,35.9,11.0,0.0,0.0,48.28
654,4,11,4,3,3,4,1,39,0,28.42,9.0,472.0,240.66,36.23
655,4,11,0,6,3,4,0,39,0,39.19,9.0,2416.51,0.0,40.0
656,4,11,2,14,0,4,1,39,0,56.49,9.0,787.56,532.81,45.57
657,0,9,6,0,1,4,1,39,0,79.14,13.0,0.0,0.0,4.22
658,4,2,2,8,0,4,1,39,0,43.87,8.0,3186.19,0.0,40.0
659,6,0,2,3,0,4,1,39,0,43.29,6.0,287.77,0.0,34.8
660,2,12,2,10,0,4,1,39,0,48.01,14.0,0.0,0.0,49.32
661,4,11,2,14,0,1,1,0,0,34.5,9.0,0.0,0.0,40.0
662,4,11,2,1,0,4,1,39,1,44.25,9.0,1668.39,245.54,51.51
663,4,11,0,4,4,4,0,39,0,51.5,9.0,200.73,71.64,25.82
664,4,9,2,1,0,4,1,39,0,50.28,13.0,0.0,750.48,40.46
665,4,12,2,10,0,4,1,39,0,30.81,14.0,38.07,422.0,30.05
666,4,11,2,3,0,4,1,39,1,51.52,9.0,2548.36,35.8,35.38
667,4,9,2,10,0,4,1,20,1,34.0,13.0,0.0,0.0,40.0
668,4,6,2,8,0,4,1,8,0,32.0,5.0,0.0,0.0,40.0
669,4,15,4,1,3,4,0,39,0,28.34,10.0,182.03,226.48,38.18
670,4,9,2,8,0,4,1,39,0,31.11,13.0,1478.06,0.0,47.33
671,4,11,2,3,0,4,1,39,1,36.31,9.0,7757.15,1263.63,38.33
672,4,11,6,1,1,4,0,39,0,76.45,9.0,322.32,671.8,28.94
673,4,15,2,3,0,4,1,39,0,28.41,10.0,527.63,537.52,47.7
674,2,1,2,8,0,4,1,39,0,45.22,7.0,0.0,208.81,40.09
675,5,15,2,4,0,4,1,39,1,28.21,10.0,5454.92,398.55,24.79
676,6,11,2,12,0,4,1,39,0,53.52,9.0,935.85,416.27,36.35
677,0,15,2,0,5,4,0,39,0,31.59,10.0,164.33,142.02,38.96
678,4,8,2,14,0,4,1,39,0,41.12,11.0,437.23,0.0,48.29
679,4,11,0,4,4,2,0,39,1,45.05,9.0,55749.83,0.0,40.0
680,4,5,2,7,0,2,1,39,0,37.14,4.0,0.0,0.0,41.66
681,4,15,2,10,0,4,1,39,0,26.03,10.0,1109.5,118.38,43.72
682,4,9,2,12,0,4,1,39,1,45.39,13.0,18934.04,420.38,50.9
683,4,9,5,10,1,2,0,39,0,46.0,13.0,0.0,1876.0,40.0
684,4,6,4,12,1,4,0,39,0,23.5,5.0,0.0,0.0,39.42
685,4,11,2,6,0,2,1,39,0,31.35,9.0,0.0,0.0,49.17
686,0,15,2,0,0,4,1,39,0,49.2,10.0,1149.08,977.33,35.8
687,4,0,2,12,0,4,1,39,0,57.78,6.0,0.0,856.33,62.33
688,4,1,2,3,0,4,1,39,0,32.76,7.0,649.22,279.65,51.72
689,7,12,2,10,5,4,0,39,1,28.62,14.0,4642.86,0.0,17.98
690,6,15,4,8,4,4,0,39,0,52.43,10.0,1189.99,0.0,41.52
